"Category","SubCategory","Quote","Author","AuthorFacts","Keywords"
"Inspirational","Knowledge","All men by nature desire to know.","Aristotle","Greek critic, philosopher, physicist, & zoologist  (384 BC - 322 BC)","Desire, Men, Nature"
"Inspirational","Drive","He who has never learned to obey cannot be a good commander.","Aristotle","Greek critic, philosopher, physicist, & zoologist  (384 BC - 322 BC)",
"Inspirational",,"Education is the best provision for old age.","Aristotle","Greek critic, philosopher, physicist, & zoologist  (384 BC - 322 BC)","Age, Education, Old"
"Inspirational","Happiness","Happiness depends upon ourselves.","Aristotle ","Greek critic, philosopher, physicist, & zoologist  (384 BC - 322 BC)","Happiness"
"Inspirational","Chance","All human actions have one or more of these seven causes chance, nature, compulsion, habit, reason, passion, and desire.","Aristotle","Greek critic, philosopher, physicist, & zoologist  (384 BC - 322 BC)","Actions, Causes, Chance, Desire, Habit, Nature, Passion, Reason"
"Inspirational",,"All virtue is summed up in dealing justly.","Aristotle","Greek critic, philosopher, physicist, & zoologist  (384 BC - 322 BC)","Virtue"
"Inspirational",,"All paid jobs absorb and degrade the mind.","Aristotle","Greek critic, philosopher, physicist, & zoologist  (384 BC - 322 BC)","Jobs, Mind"
"Inspirational",,"Hope is a waking dream.","Aristotle","Greek critic, philosopher, physicist, & zoologist  (384 BC - 322 BC)","Dream, Hope, Waking"
"Inspirational","Democracy","Democracy is when the indigent, and not the men of property, are the rulers.","Aristotle","Greek critic, philosopher, physicist, & zoologist  (384 BC - 322 BC)","Democracy, Men, Property"
"Inspirational","Courage","Courage is the first of human qualities because it is the quality which guarantees the others.","Aristotle","Greek critic, philosopher, physicist, & zoologist  (384 BC - 322 BC)","Courage, First, Quality"
"Inspirational","Democracy","If liberty and equality, as is thought by some, are chiefly to be found in democracy, they will be best attained when all persons alike share in government to the utmost.","Aristotle","Greek critic, philosopher, physicist, & zoologist  (384 BC - 322 BC)","Democracy, Equality, Government, Liberty, Thought, Will"
"Inspirational","Friendship","Friendship is a single soul dwelling in two bodies.","Aristotle","Greek critic, philosopher, physicist, & zoologist  (384 BC - 322 BC)","Friendship, Soul"
"Inspirational","Cowardice/Weakness","In poverty and other misfortunes of life, true friends are a sure refuge. The young they keep out of mischief; to the old they are a comfort and aid in their weakness, and those in the prime of life they incite to noble deeds.","Aristotle","Greek critic, philosopher, physicist, & zoologist  (384 BC - 322 BC)","Comfort, Deeds, Friends, Life, Old, Poverty, Weakness"
"Inspirational","Happiness","If happiness is activity in accordance with excellence, it is reasonable that it should be in accordance with the highest excellence.","Aristotle","Greek critic, philosopher, physicist, & zoologist  (384 BC - 322 BC)","Excellence, Happiness"
"Inspirational","Change","Change in all things is sweet.","Aristotle","Greek critic, philosopher, physicist, & zoologist  (384 BC - 322 BC)","Change"
"Inspirational","Virtue","happiness is the highest good, being a realization and perfect practice of virtue, which some can attain, while others have little or none of it","Aristotle","Greek critic, philosopher, physicist, & zoologist  (384 BC - 322 BC)","Being, Happiness, Practice, Virtue"
"Inspirational","Envy / Jealousy","Jealousy is both reasonable and belongs to reasonable men, while envy is base and belongs to the base, for the one makes himself get good things by jealousy, while the other does not allow his neighbour to have them through envy.","Aristotle","Greek critic, philosopher, physicist, & zoologist  (384 BC - 322 BC)","Envy, Jealousy, Men"
"Inspirational","Character","Since the things we do determine the character of life, no blessed person can become unhappy, for he will never do those things which are hateful and petty","Aristotle","Greek critic, philosopher, physicist, & zoologist  (384 BC - 322 BC)","Character, Life, Will"
"Inspirational","Motivation","Quality is not an act, it is a habit.","Aristotle ","Greek critic, philosopher, physicist, & zoologist  (384 BC - 322 BC)","Act, Habit, Quality"
"Inspirational","Passion","It is easy to fly into a passion--anybody can do that--but to be angry with the right person and at the right time and with the right object and in the right way--that is not easy, and it is not everyone who can do it.","Aristotle","Greek critic, philosopher, physicist, & zoologist  (384 BC - 322 BC)","Passion, Right, Time"
"Inspirational","Education","The roots of education are bitter, but the fruit is sweet.","Aristotle","Greek critic, philosopher, physicist, & zoologist  (384 BC - 322 BC)","Education"
"Inspirational",,"Poverty is the parent of revolution and crime.","Aristotle","Greek critic, philosopher, physicist, & zoologist  (384 BC - 322 BC)","Crime, Poverty, Revolution"
"Inspirational",,"Philosophy is the science which considers truth.","Aristotle","Greek critic, philosopher, physicist, & zoologist  (384 BC - 322 BC)","Philosophy, Science, Truth"
"Inspirational","Ethics and Morality","The best way to teach morality is to make it a habit with children.","Aristotle","Greek critic, philosopher, physicist, & zoologist  (384 BC - 322 BC)","Children, Habit, Morality"
"Inspirational","Drive","Pleasure in the job puts perfection in the work.","Aristotle","Greek critic, philosopher, physicist, & zoologist  (384 BC - 322 BC)","Job, Perfection, Pleasure, Work"
"Inspirational",,"Law is mind without reason.","Aristotle","Greek critic, philosopher, physicist, & zoologist  (384 BC - 322 BC)","Law, Mind, Reason"
"Inspirational","Determination","It is easy to perform a good action, but not easy to acquire a settled habit of performing such actions.","Aristotle","Greek critic, philosopher, physicist, & zoologist  (384 BC - 322 BC)","Action, Actions, Habit"
"Inspirational",,"Liars when they speak the truth are not believed.","Aristotle","Greek critic, philosopher, physicist, & zoologist  (384 BC - 322 BC)","Truth"
"Inspirational",,"The basis of a democratic state is liberty.","Aristotle","Greek critic, philosopher, physicist, & zoologist  (384 BC - 322 BC)","Liberty, State"
"Inspirational","Ethics and Morality","The intention makes the crime.","Aristotle","Greek critic, philosopher, physicist, & zoologist  (384 BC - 322 BC)","Crime, Intention"
"Inspirational","Zeal","Knowing yourself is the beginning of all wisdom.","Aristotle","Greek critic, philosopher, physicist, & zoologist  (384 BC - 322 BC)","Beginning, Wisdom"
"Inspirational","Giving","Said in 1979, on giving up her attempt to be named director of the television version of the first volume of her autobiography, I Know Why the Caged Bird Sings","Aristotle","Greek critic, philosopher, physicist, & zoologist  (384 BC - 322 BC)","Autobiography, First, Giving, Television"
"Inspirational","Success & Failure","I concede!","Aristotle Onassis","",
"Inspirational","Intensity","When we accept tough jobs as a challenge to our ability and wade into them with joy and enthusiasm, miracles can happen.","Arland Gilbert","","Ability, Challenge, Enthusiasm, Jobs, Joy, Miracles"
